epoch,train_loss
380,1.05212
381,1.0783235
382,1.0754488
383,1.0394841
384,1.0427299
385,1.0842067
386,1.0773597
387,1.0750808
388,1.081398
389,1.0918448
390,1.051452
391,1.0829207
392,1.0614058
393,1.0542618
394,1.0907173
395,1.07167
396,1.0527117
397,1.0323524
398,1.0612575
399,1.0671229
400,1.0686721
401,1.0459062
402,1.0631666
403,1.065456
404,1.0532945
405,1.0595322
406,1.0357962
407,1.0298558
408,1.0201842
409,1.036505
410,1.0635537
411,1.0519638
412,1.0337335
413,1.0439714
414,1.0367556
415,1.0350426
416,1.0245892
417,1.018012
418,1.0422738
419,1.017646
420,1.0130045
421,1.0314801
422,1.0171359
423,1.0325422
424,1.0365376
425,1.0368867
426,1.0076185
427,1.0266017
428,1.0551594
429,1.0364157
430,1.0233762
431,1.0070757
432,0.9983345
433,1.03093
434,1.0085797
435,1.0051007
436,1.0509992
437,1.0335444
438,1.003156
439,0.9890955
440,1.0190656
441,1.0182917
442,1.0315225
443,1.0063009
444,0.99658906
445,1.0275046
446,1.0193483
447,1.0092372
448,1.0135176
449,0.9813687
450,0.9665414
451,1.0025342
452,1.0392817
453,1.0326542
454,0.99247295
455,0.99339724
456,1.0092392
457,0.9818229
458,0.9679058
459,1.0041616
460,1.0019586
461,0.99630374
462,0.9846483
463,0.9754901
464,0.9890396
465,0.9968976
466,1.0160917
467,0.9924864
468,0.9939141
469,1.0043095
470,0.97695905
471,1.0042729
472,0.99903417
473,0.9892044
474,0.9802203
475,0.98101187
476,0.9919205
477,0.98410106
478,0.9927916
479,0.996002
480,0.9852857
481,0.9555755
482,0.9836548
483,0.9825542
484,1.0002475
485,0.972733
486,0.97408986
487,0.97276694
488,0.96570843
489,0.99594784
490,0.9784987
491,0.9456395
492,0.9721472
493,0.98140407
494,0.9615366
495,0.9735348
496,0.9495721
497,0.93965864
498,0.9584874
499,0.966638
500,0.976069
501,0.9635789
502,0.95633286
503,0.9538024
504,0.9717335
505,0.96025175
506,0.96565455
507,0.97793394
508,0.9488828
509,0.96129346
510,0.9762307
511,0.9529551
512,0.9615427
513,0.9770257
514,0.94094664
515,0.94836545
516,0.96787876
517,0.9653298
518,0.9455499
519,0.94730586
520,0.94229674
521,0.94376606
522,0.9628546
523,0.94433695
524,0.9539444
525,0.93856096
526,0.9523638
527,0.9832209
528,0.96294236
529,0.9335633
530,0.9242298
531,0.92332983
532,0.9431809
533,0.9190179
534,0.94425154
535,0.9552161
536,0.9467709
537,0.95345414
538,0.9548666
539,0.9607468
540,0.9156799
541,0.911737
542,0.94455737
543,0.92308223
544,0.9398986
545,0.9331891
546,0.936203
547,0.94353455
548,0.9235288
549,0.91787434
550,0.93798864
551,0.9450301
552,0.9312604
553,0.91147494
554,0.9383532
555,0.9289673
556,0.93470097
557,0.92798555
558,0.9322703
559,0.9198231
560,0.9121723
561,0.9088675
562,0.91871035
563,0.92772436
564,0.9313471
565,0.9229368
566,0.9208688
567,0.9330322
568,0.9063785
569,0.91692954
570,0.9353821
571,0.92481744
572,0.9127716
573,0.9237035
574,0.9035966
575,0.88877666
576,0.91671026
577,0.91412187
578,0.90261686
579,0.92256814
580,0.9121452
581,0.9030362
582,0.92862654
583,0.90661514
584,0.90319335
585,0.89870673
586,0.89329576
587,0.9141141
588,0.912875
589,0.89646053
590,0.9077757
591,0.89966404
592,0.9011551
593,0.9103954
594,0.9062693
595,0.8936366
596,0.90798557
597,0.9051387
598,0.9059125
599,0.91331065
600,0.9054735
601,0.8874876
602,0.90191007
603,0.89868677
604,0.8942885
605,0.8858535
606,0.8916412
607,0.9012251
608,0.9162653
609,0.89529556
610,0.8747912
611,0.8858014
612,0.882019
613,0.87649167
614,0.88508797
615,0.8857247
616,0.8891236
617,0.8880627
618,0.89152217
619,0.8770078
620,0.8732716
621,0.8950112
622,0.89079463
623,0.874139
624,0.87854475
625,0.88040924
626,0.8891948
627,0.8816411
628,0.8807553
629,0.88653463
630,0.8881786
631,0.89581364
632,0.88234705
633,0.88174355
634,0.87590784
635,0.8878324
636,0.89195126
637,0.8663914
638,0.8687047
639,0.8779428
640,0.896816
641,0.8746207
642,0.87357014
643,0.8833858
644,0.8847566
645,0.87878025
646,0.8813873
647,0.87635976
648,0.8819827
649,0.869507
650,0.872186
651,0.86609644
652,0.88426113
653,0.8791707
654,0.865604
655,0.86985236
656,0.8787465
657,0.8770979
658,0.8682516
659,0.8547013
660,0.87020683
661,0.8677814
662,0.8487571
663,0.87320256
664,0.8768715
665,0.86765933
666,0.867711
667,0.8602601
668,0.8623397
669,0.87097466
670,0.8750179
671,0.87200576
672,0.8636821
673,0.86716276
674,0.8886843
675,0.85831904
676,0.85446066
677,0.86383563
678,0.8556967
679,0.8691266
680,0.8695043
681,0.8657913
682,0.84478205
683,0.8687393
684,0.85666
685,0.85912025
686,0.8633836
687,0.8591924
688,0.84965694
689,0.86535215
690,0.87462866
691,0.8636008
692,0.86096996
693,0.8524755
694,0.86239696
695,0.859005
696,0.847416
697,0.8560477
698,0.84681046
699,0.8714625
700,0.87217605
701,0.8639854
702,0.8523039
703,0.83934927
704,0.85211104
705,0.8526079
706,0.8532644
707,0.85234094
708,0.8572502
709,0.8457268
710,0.84586364
711,0.8517484
712,0.8574424
713,0.8660439
714,0.8599897
715,0.84068364
716,0.85039216
717,0.8570994
718,0.8535723
719,0.85172194
720,0.85992104
721,0.8608712
722,0.85499203
723,0.8488026
724,0.83887064
725,0.85664564
726,0.8564242
727,0.86426574
728,0.85268885
729,0.8585535
730,0.8519725
731,0.8488053
732,0.8591934
733,0.8455442
734,0.85314256
735,0.8523751
736,0.85502046
737,0.8560863
738,0.84486556
739,0.84910816
740,0.86184937
741,0.85076374
742,0.85564023
743,0.8503948
744,0.8562668
745,0.85848457
746,0.8456887
747,0.8318089
748,0.8521503
749,0.85386735
750,0.8546175
751,0.8417974
752,0.8491943
753,0.83972985
754,0.8417325
755,0.86991644
756,0.8533939
757,0.85403776
758,0.8446116
759,0.85417736
760,0.851041
761,0.8485037
762,0.86266136
763,0.84549314
764,0.8545532
765,0.8504477
766,0.84966546
767,0.85452634
768,0.8473349
769,0.8474464
770,0.84743524
771,0.85451907
772,0.8582543
773,0.85625416
774,0.8319264
775,0.83933616
776,0.84857446
777,0.84326726
778,0.86051106
779,0.8588233
780,0.84155875
781,0.8481063
782,0.84869826
783,0.85155594
784,0.8406712
785,0.8588137
786,0.8372891
787,0.836151
788,0.8270473
789,0.84438354
790,0.8459657
791,0.8503203
792,0.8450953
793,0.8389192
794,0.8390461
795,0.8449518
796,0.84205085
797,0.8533825
798,0.86092895
799,0.8421853
800,0.84521127
801,0.8399368
802,0.8492243
803,0.8529304
804,0.8442065
805,0.8380532
806,0.8425519
807,0.85251594
808,0.85781753
809,0.8305899
810,0.8391221
811,0.8377223
812,0.8472731
813,0.8532712
814,0.845321
815,0.8352957
816,0.8275591
817,0.8482169
818,0.8394595
819,0.83810365
820,0.8352086
821,0.8409081
822,0.83679456
823,0.83632666
824,0.8525254
825,0.8368518
826,0.8442207
827,0.83708966
828,0.83603126
829,0.8516897
830,0.83367896
831,0.84188247
832,0.83981204
833,0.8346533
834,0.8463484
835,0.84942853
836,0.8514538
837,0.8502319
838,0.82815087
839,0.8346824
840,0.82629263
841,0.834141
842,0.8514755
843,0.8474322
844,0.84699583
845,0.8436428
846,0.8386431
847,0.8418139
848,0.83463377
849,0.8427546
850,0.8317301
851,0.834806
852,0.8492186
853,0.8423154
854,0.8320241
855,0.8440886
856,0.8333767
857,0.8349598
858,0.8464701
859,0.85438776
860,0.84536934
861,0.83725566
862,0.83944845
863,0.8374051
864,0.83000576
865,0.8330434
866,0.8292676
867,0.8265341
868,0.8337136
869,0.8511995
870,0.82850635
871,0.83365244
872,0.83613926
873,0.8414469
874,0.8390504
875,0.82256126
876,0.8195525
877,0.82974607
878,0.83341354
879,0.8431137
880,0.8403944
881,0.83204377
882,0.81071335
883,0.8291491
884,0.8463694
885,0.83340496
886,0.8194525
887,0.82072806
888,0.82261086
889,0.8436421
890,0.83150053
891,0.8364266
892,0.82598114
893,0.8320169
894,0.82961714
895,0.8214755
896,0.8195248
897,0.81914103
898,0.8278572
899,0.8363611
900,0.8090728
901,0.81395423
902,0.81802094
903,0.82845366
904,0.8293227
905,0.83261365
906,0.822199
907,0.82045203
908,0.82702684
909,0.8317114
910,0.81855255
911,0.8150684
912,0.83156776
913,0.8145878
914,0.82921875
915,0.82815003
916,0.81724274
917,0.82339406
918,0.80607605
919,0.82058257
920,0.822821
921,0.82772905
922,0.8248453
923,0.8226858
924,0.8215189
925,0.8370014
926,0.81728756
927,0.8156304
928,0.8259873
929,0.8192926
930,0.82718986
931,0.817422
932,0.82320017
933,0.81511426
934,0.81880873
935,0.81937397
936,0.81659824
937,0.82165176
938,0.81545085
939,0.81891745
940,0.8203945
941,0.8138945
942,0.80371886
943,0.8281387
944,0.82469296
945,0.8144373
946,0.81304
947,0.8166409
948,0.81308806
949,0.8187196
950,0.8104195
951,0.8089826
952,0.8088364
953,0.8138084
954,0.8209038
955,0.8194966
956,0.815709
957,0.8204816
958,0.82114315
959,0.8202392
960,0.80473775
961,0.806783
962,0.8076886
963,0.8074525
964,0.79314196
965,0.8142427
966,0.8120941
967,0.80907714
968,0.82218987
969,0.8115201
970,0.81860185
971,0.81299406
972,0.7995944
973,0.7933746
974,0.79904175
975,0.81563836
976,0.8141889
977,0.7997355
978,0.80692595
979,0.80044454
980,0.8096086
981,0.8047223
982,0.80920446
983,0.80994236
984,0.8035584
985,0.797357
986,0.8114853
987,0.81610835
988,0.8038688
989,0.79799205
990,0.80247366
991,0.8027854
992,0.7963636
993,0.8139747
994,0.8020114
995,0.80184376
996,0.8081351
997,0.8035392
998,0.8167929
999,0.80421424
1000,0.7959788
1001,0.78774446
1002,0.8005803
1003,0.8014627
1004,0.8027104
1005,0.8054033
1006,0.79956305
1007,0.7989846
1008,0.7904752
1009,0.7936052
1010,0.79282063
1011,0.8006115
1012,0.7949991
1013,0.7877367
1014,0.7987647
1015,0.7967233
1016,0.7844351
1017,0.7945712
1018,0.8046757
1019,0.7975629
1020,0.7984641
1021,0.80140704
1022,0.8072047
1023,0.79630417
1024,0.79249936
1025,0.7844011
1026,0.79399616
1027,0.8073044
1028,0.804536
1029,0.7897127
1030,0.7864005
1031,0.78613853
1032,0.78704834
1033,0.79156595
1034,0.7928652
1035,0.791651
1036,0.7807129
1037,0.789403
1038,0.79582
1039,0.78648204
1040,0.776461
1041,0.7805086
1042,0.78680325
1043,0.78538847
1044,0.78246075
1045,0.7845055
1046,0.79203385
1047,0.7881392
1048,0.7836944
1049,0.78606844
1050,0.79102606
1051,0.78911847
1052,0.79025316
1053,0.7856937
1054,0.7881477
1055,0.7799843
1056,0.78703254
1057,0.7872255
1058,0.7941984
1059,0.7869804
1060,0.7848473
1061,0.7801227
1062,0.7715725
1063,0.78074485
1064,0.78333104
1065,0.77833456
1066,0.787939
1067,0.78795016
1068,0.79112107
1069,0.78056425
1070,0.77727675
1071,0.7782971
1072,0.7802273
1073,0.7799171
1074,0.7846883
1075,0.780349
1076,0.77347875
1077,0.7804754
1078,0.77988625
1079,0.77266985
1080,0.7802927
1081,0.7785959
1082,0.7722757
1083,0.7808384
1084,0.7882439
1085,0.77033997
1086,0.78314036
1087,0.7782856
1088,0.7831164
1089,0.77096426
1090,0.7808975
1091,0.78060013
1092,0.78197426
1093,0.7893387
1094,0.7791008
1095,0.7822407
1096,0.773783
1097,0.774056
1098,0.7776027
1099,0.7687761
1100,0.77573794
1101,0.77556556
1102,0.76849866
1103,0.77085775
1104,0.7706768
1105,0.7773188
1106,0.78290623
1107,0.7724206
1108,0.7601344
1109,0.7606573
1110,0.7675527
1111,0.773768
1112,0.77291393
1113,0.7718773
1114,0.76835376
1115,0.77327013
1116,0.7750526
1117,0.77397335
1118,0.78079224
1119,0.7759624
1120,0.7773524
1121,0.7677912
1122,0.76439136
1123,0.7743328
1124,0.7687648
1125,0.7721139
1126,0.7715603
1127,0.7627832
1128,0.7646598
1129,0.7686793
1130,0.7699994
1131,0.7668945
1132,0.76338196
1133,0.76882553
1134,0.76039374
1135,0.7631746
1136,0.7653194
1137,0.77246404
1138,0.77025074
1139,0.76472884
1140,0.7701159
1141,0.76942354
1142,0.75963134
1143,0.7636088
1144,0.76112145
1145,0.7651961
1146,0.76461405
1147,0.7617219
1148,0.7652759
1149,0.7656621
1150,0.7709865
1151,0.76791954
1152,0.7625759
1153,0.7682415
1154,0.7661397
1155,0.7573116
1156,0.7630209
1157,0.76311207
1158,0.76363945
1159,0.75469565
1160,0.7676155
1161,0.7683523
1162,0.76636446
1163,0.7611053
1164,0.75933594
1165,0.759834
1166,0.75641364
1167,0.75821084
1168,0.7683037
1169,0.7594543
1170,0.7555154
1171,0.75781417
1172,0.76399195
1173,0.76126385
1174,0.75702816
1175,0.7539919
1176,0.75583124
1177,0.77038485
1178,0.76453483
1179,0.76172423
1180,0.7553735
1181,0.76055044
1182,0.76405865
1183,0.7622753
1184,0.7644085
1185,0.75279856
1186,0.7589583
1187,0.7548822
1188,0.7637816
1189,0.75738907
1190,0.75361305
1191,0.753536
1192,0.7536973
1193,0.7540755
1194,0.76051325
1195,0.7560269
1196,0.7547332
1197,0.7609057
1198,0.7533455
1199,0.7631235
1200,0.76846445
1201,0.7586122
1202,0.75562584
1203,0.7561554
1204,0.75482905
1205,0.7595518
1206,0.7598101
1207,0.75800055
1208,0.7582415
1209,0.75253266
1210,0.7528856
1211,0.75407374
1212,0.7559411
1213,0.75486064
1214,0.7548155
1215,0.75413024
1216,0.7560415
1217,0.7537136
1218,0.755731
1219,0.75434184
1220,0.75024456
1221,0.75197685
1222,0.7522076
1223,0.7527932
1224,0.75324225
1225,0.7524659
1226,0.7475549
1227,0.7514019
1228,0.7529028
1229,0.74915564
1230,0.7569627
1231,0.7516892
1232,0.74909997
1233,0.74781793
1234,0.74991465
1235,0.7475079
1236,0.7543001
1237,0.74393195
1238,0.74377376
1239,0.7451465
1240,0.74730504
1241,0.7527609
1242,0.7539328
1243,0.7517625
1244,0.75290334
1245,0.75048274
1246,0.7472678
1247,0.74860024
1248,0.74510425
1249,0.7477114
1250,0.75123835
1251,0.7515287
1252,0.7499154
1253,0.7439348
1254,0.73547107
1255,0.7411101
1256,0.74183923
1257,0.7456416
1258,0.74900454
1259,0.75133574
1260,0.75193834
1261,0.7485555
1262,0.74795085
1263,0.7531792
1264,0.74765766
1265,0.74803436
1266,0.7497197
1267,0.74695015
1268,0.7460209
1269,0.75008404
1270,0.75296783
1271,0.75003535
1272,0.7440109
1273,0.74649364
1274,0.74420995
1275,0.74617547
1276,0.748811
1277,0.7456791
1278,0.7474283
1279,0.742401
1280,0.7398876
1281,0.7420967
1282,0.74212587
1283,0.7485364
1284,0.7419024
1285,0.7448924
1286,0.74499416
1287,0.7455845
1288,0.7414207
1289,0.740407
1290,0.74278677
1291,0.743671
1292,0.7441722
1293,0.7482289
1294,0.7426991
1295,0.7403063
1296,0.74593025
1297,0.7465988
1298,0.7480929
1299,0.7457424
1300,0.74463606
1301,0.73987556
1302,0.7405866
1303,0.7400205
1304,0.741987
1305,0.73690593
1306,0.7401899
1307,0.7413915
1308,0.7373225
1309,0.7368724
1310,0.7401208
1311,0.7394297
1312,0.74143684
1313,0.7392469
1314,0.74243957
1315,0.74111056
1316,0.7429945
1317,0.74208426
1318,0.74444836
1319,0.7397451
1320,0.72982985
1321,0.73780316
1322,0.74375606
1323,0.74618787
1324,0.7460647
1325,0.7376041
1326,0.73376596
1327,0.7378639
1328,0.73611164
1329,0.7395024
1330,0.7413442
1331,0.741965
1332,0.7372752
1333,0.7387459
1334,0.73978776
1335,0.74509007
1336,0.7451203
1337,0.739048
1338,0.73209304
1339,0.7339379
1340,0.74044263
1341,0.7367799
1342,0.7419679
1343,0.7397386
1344,0.7373511
1345,0.7334107
1346,0.7362875
1347,0.7373392
1348,0.73627794
1349,0.7370195
1350,0.7465439
1351,0.74124026
1352,0.7371688
1353,0.7347241
1354,0.7322025
1355,0.7307946
1356,0.7336754
1357,0.7339932
1358,0.73550415
1359,0.73638624
1360,0.73649323
1361,0.7345966
1362,0.7345426
1363,0.73605615
1364,0.73389417
1365,0.73821676
1366,0.74038017
1367,0.73781955
1368,0.7338543
1369,0.7366768
1370,0.7395043
1371,0.73711777
1372,0.73683715
1373,0.73172575
1374,0.7324192
1375,0.7333729
1376,0.73794323
1377,0.7336657
1378,0.73604894
1379,0.73092407
1380,0.7317056
1381,0.7383217
1382,0.7372521
1383,0.73674595
1384,0.734892
1385,0.7339128
1386,0.72772765
1387,0.7309071
1388,0.7311306
1389,0.73239166
1390,0.73531413
1391,0.7321573
1392,0.73822516
1393,0.7382571
1394,0.73765075
1395,0.7360045
1396,0.7338369
1397,0.73086065
1398,0.72959936
1399,0.72987527
1400,0.7340491
1401,0.7320855
1402,0.73684424
1403,0.73455805
1404,0.73221046
1405,0.7325552
1406,0.73648477
1407,0.7344226
1408,0.7344129
1409,0.7345834
1410,0.7336876
1411,0.7358173
1412,0.73592824
1413,0.73595315
1414,0.7341852
1415,0.7307255
1416,0.73560894
1417,0.7313833
1418,0.73266923
1419,0.7344639
1420,0.73309004
1421,0.7251743
1422,0.72676045
1423,0.73503697
1424,0.73170704
1425,0.7331777
1426,0.73137
1427,0.73206264
1428,0.7285416
1429,0.72896063
1430,0.73102856
1431,0.73581314
1432,0.7382096
1433,0.72952247
1434,0.73120624
1435,0.73271006
1436,0.7329573
1437,0.73345095
1438,0.7291522
1439,0.72919005
1440,0.73428637
1441,0.7294343
1442,0.73121065
1443,0.73490024
1444,0.73362756
1445,0.7335696
1446,0.7298518
1447,0.727758
1448,0.72427195
1449,0.7301949
1450,0.73331356
1451,0.7364973
1452,0.7342291
1453,0.7308774
1454,0.7339902
1455,0.73029155
1456,0.7292357
1457,0.73108023
1458,0.73276395
1459,0.73499423
1460,0.7328
1461,0.7325938
1462,0.73590446
1463,0.73260766
1464,0.7317096
1465,0.7309749
1466,0.73027796
1467,0.7283399
1468,0.7269801
1469,0.7300581
1470,0.7311156
1471,0.73098856
1472,0.73224014
1473,0.7309978
1474,0.73318857
1475,0.7291814
1476,0.7274662
1477,0.7289201
1478,0.7295657
1479,0.73005855
1480,0.73183304
1481,0.7345637
1482,0.73214364
1483,0.72800124
1484,0.72918427
1485,0.7280511
1486,0.7302388
1487,0.7322128
1488,0.7321222
1489,0.730326
1490,0.72875893
1491,0.7308442
1492,0.7324422
1493,0.7326978
1494,0.73571324
1495,0.731947
1496,0.73286486
1497,0.7299174
1498,0.73077315
1499,0.72959006
1500,0.7266991
1501,0.7268742
1502,0.72554296
1503,0.72876287
1504,0.7318663
1505,0.7270796
1506,0.72347665
1507,0.7206801
1508,0.7240853
1509,0.7293578
1510,0.72989273
1511,0.72570235
1512,0.7272465
1513,0.72658765
1514,0.7248415
1515,0.7253755
1516,0.72880816
1517,0.72669804
1518,0.72658324
1519,0.7340066
1520,0.73191977
1521,0.73412186
1522,0.7266962
1523,0.72321063
1524,0.7299221
1525,0.7288234
1526,0.7269265
1527,0.7333915
1528,0.7358717
1529,0.72987264
1530,0.73075217
1531,0.72338957
1532,0.72812724
1533,0.7275905
1534,0.72936785
1535,0.7296244
1536,0.72990423
1537,0.73065907
1538,0.72737354
1539,0.72692126
1540,0.72315735
1541,0.7287394
1542,0.7238475
1543,0.722913
1544,0.7244427
1545,0.72585535
1546,0.726814
1547,0.7320031
1548,0.7296192
1549,0.72776806
1550,0.73107415
1551,0.72977847
1552,0.7267976
1553,0.724943
1554,0.7279855
1555,0.72621965
1556,0.728311
1557,0.73064685
1558,0.72872734
1559,0.73176855
1560,0.7298853
1561,0.727819
1562,0.7276201
1563,0.72497755
1564,0.7264757
1565,0.7255024
1566,0.7265878
1567,0.7285008
1568,0.72810405
1569,0.7273615
1570,0.7279199
1571,0.72259474
1572,0.72602296
1573,0.72746533
1574,0.7308753
1575,0.72495246
1576,0.72280055
1577,0.72288847
1578,0.727416
1579,0.72446847
1580,0.72648925
1581,0.7285953
1582,0.72868323
1583,0.72860295
1584,0.7297053
1585,0.7251641
1586,0.73111135
1587,0.730722
1588,0.72591543
1589,0.7268432
1590,0.72759384
1591,0.7290846
1592,0.72829574
1593,0.72806484
1594,0.72642285
1595,0.72947896
1596,0.7249015
1597,0.7262051
1598,0.72685647
1599,0.7244258
1600,0.72471344
1601,0.72641397
1602,0.722078
1603,0.7271782
1604,0.7231765
1605,0.7257362
1606,0.7299673
1607,0.72806865
1608,0.7271021
1609,0.7253208
1610,0.7225213
1611,0.7253246
1612,0.7224615
1613,0.7254457
1614,0.72829247
1615,0.7287302
1616,0.7285229
1617,0.72751284
1618,0.7264986
1619,0.72265947
1620,0.72202194
1621,0.726114
1622,0.73161757
1623,0.7292116
1624,0.73104143
1625,0.72800916
1626,0.7233312
1627,0.72356236
1628,0.72516316
1629,0.724801
1630,0.7209982
1631,0.7263771
1632,0.72519475
1633,0.7288419
1634,0.7291618
1635,0.7272773
1636,0.7296256
1637,0.7291904
1638,0.7276407
1639,0.725179
1640,0.72645104
1641,0.7265991
1642,0.7286867
1643,0.7292467
1644,0.7292793
1645,0.72544116
1646,0.7248557
1647,0.7236922
1648,0.7263901
1649,0.7248273
1650,0.72744846
1651,0.73128253
1652,0.73126054
1653,0.7266599
1654,0.7279146
1655,0.727257
1656,0.72648215
1657,0.72307825
1658,0.72686327
1659,0.72671777
1660,0.7247875
1661,0.7273245
1662,0.7284654
1663,0.7240949
1664,0.72438616
1665,0.7236853
1666,0.7250899
1667,0.7259015
1668,0.72718716
1669,0.7253653
1670,0.72719413
1671,0.72864354
1672,0.7272884
1673,0.7252312
1674,0.72409844
1675,0.72547084
1676,0.72848463
1677,0.72714484
