epoch,acc
196,0.7980702
197,0.80655664
198,0.7941176
199,0.8059754
200,0.81004417
201,0.7957452
202,0.80132526
203,0.8019065
204,0.81167173
205,0.8049291
206,0.8009765
207,0.7965589
208,0.7940014
209,0.7826087
210,0.80469656
211,0.79353637
212,0.797489
213,0.78900254
214,0.79028136
215,0.77354103
216,0.79260635
217,0.7942339
218,0.78225994
219,0.79353637
220,0.78516626
221,0.77377355
222,0.7770286
223,0.7826087
224,0.7871425
225,0.78586376
226,0.7879563
227,0.7877238
228,0.77447104
229,0.78760755
230,0.7777261
231,0.77958614
232,0.78028363
233,0.7783074
234,0.7663334
235,0.7742385
236,0.77272725
237,0.7621483
238,0.76854223
239,0.77470356
240,0.7673797
241,0.7692397
242,0.769821
243,0.7571495
244,0.77284354
245,0.77272725
246,0.758777
247,0.76703095
248,0.7790049
249,0.7661009
250,0.7612183
251,0.7662172
252,0.77470356
253,0.75970703
254,0.75296444
255,0.7678447
256,0.76075333
257,0.76342714
258,0.756917
259,0.7593583
260,0.7543594
261,0.7544757
262,0.7598233
263,0.7520344
264,0.75796324
265,0.7540107
266,0.7513369
267,0.75075567
268,0.7518019
269,0.7499419
270,0.75552195
271,0.7472681
272,0.7475006
273,0.7473843
274,0.74947685
275,0.74587303
276,0.7523832
277,0.74250174
278,0.7429668
279,0.7483143
280,0.74343175
281,0.7473843
282,0.74587303
283,0.7508719
284,0.7509881
285,0.7344804
286,0.74471056
287,0.74029297
288,0.74529177
289,0.7377354
290,0.73494536
291,0.7429668
292,0.7335503
293,0.728784
294,0.7362241
295,0.7247152
296,0.7321553
297,0.7265752
298,0.73064405
299,0.7429668
300,0.73831666
301,0.73331785
302,0.7215764
303,0.7247152
304,0.72971404
305,0.7361079
306,0.7247152
307,0.7229714
308,0.71948385
309,0.71843755
310,0.7316903
311,0.7222739
312,0.72029763
313,0.72122765
314,0.7223901
315,0.7222739
316,0.72087884
317,0.71878636
318,0.7276215
319,0.72704023
320,0.72308767
321,0.71867007
322,0.7234364
323,0.7241339
324,0.7205301
325,0.71750754
326,0.7156475
327,0.7239014
328,0.7119275
329,0.71402
330,0.71948385
331,0.6980935
332,0.701116
333,0.72529644
334,0.7242502
335,0.70995116
336,0.70878863
337,0.7182051
338,0.69786096
339,0.7122762
340,0.7066961
341,0.71971637
342,0.70983493
343,0.71367127
344,0.71146244
345,0.7146013
346,0.7139037
347,0.70657986
348,0.7094862
349,0.70657986
350,0.7094862
351,0.70832366
352,0.69007206
353,0.7041386
354,0.7147175
355,0.7122762
356,0.70041853
357,0.70471984
358,0.69425714
359,0.70367354
360,0.70913744
361,0.7089049
362,0.68890953
363,0.7007673
364,0.70297605
365,0.7014648
366,0.6956522
367,0.7016973
368,0.69111836
369,0.7075099
370,0.7033248
371,0.700651
372,0.69786096
373,0.6980935
374,0.69762844
375,0.70274353
376,0.68681705
377,0.6914671
378,0.7000697
379,0.7000697
380,0.70123225
381,0.68890953
382,0.7009998
383,0.70134854
384,0.70878863
385,0.6905371
386,0.6940246
387,0.6886771
388,0.70053476
389,0.68739825
390,0.69355965
391,0.6950709
392,0.6903046
393,0.6876308
394,0.6878633
395,0.6910021
396,0.68844455
397,0.6932109
398,0.699256
399,0.68309695
400,0.70378983
401,0.685887
402,0.6921646
403,0.685887
404,0.68600327
405,0.68216693
406,0.68321323
407,0.68146944
408,0.68658453
409,0.68658453
410,0.6912346
411,0.69600093
412,0.6818182
413,0.68821204
414,0.70878863
415,0.68239945
416,0.6906533
417,0.67879564
418,0.683562
419,0.68414325
420,0.6941409
421,0.6810044
422,0.6984422
423,0.68170196
424,0.68658453
425,0.6912346
426,0.68995583
427,0.6827482
428,0.6791444
429,0.68774706
430,0.68658453
431,0.68774706
432,0.6906533
433,0.6846082
434,0.6876308
435,0.6847245
436,0.6798419
437,0.69181585
438,0.6847245
439,0.684492
440,0.6704255
441,0.6785631
442,0.67798185
443,0.6913509
444,0.6769356
445,0.6828644
446,0.68495697
447,0.6757731
448,0.6722855
449,0.6807719
450,0.68995583
451,0.6896071
452,0.6793769
453,0.6853058
454,0.6742618
455,0.67030925
456,0.69111836
457,0.6742618
458,0.68135315
459,0.6782144
460,0.6758893
461,0.6784469
462,0.6812369
463,0.6767031
464,0.66693795
465,0.6744943
466,0.6808882
467,0.66879797
468,0.6635666
469,0.67205304
470,0.6698442
471,0.672518
472,0.6740293
473,0.6708905
474,0.67612183
475,0.6843757
476,0.67728436
477,0.6751918
478,0.6671704
479,0.66612417
480,0.67391306
481,0.68170196
482,0.67530805
483,0.67275053
484,0.670658
485,0.6718205
486,0.6628691
487,0.6698442
488,0.6722855
489,0.6606603
490,0.66856545
491,0.6798419
492,0.66600794
493,0.6655429
494,0.657289
495,0.6749593
496,0.6708905
497,0.67054176
498,0.6643804
499,0.6750756
500,0.66856545
501,0.6647291
502,0.6646129
503,0.67112297
504,0.67263424
505,0.6541502
506,0.6512439
507,0.6675192
508,0.6604278
509,0.66775167
510,0.67437804
511,0.6647291
512,0.66589165
513,0.6585678
514,0.66600794
515,0.6631016
516,0.6539177
517,0.66147405
518,0.6533364
519,0.65833527
520,0.6569402
521,0.6629853
522,0.6628691
523,0.6514764
524,0.65473145
525,0.6515927
526,0.65298766
527,0.656824
528,0.65903276
529,0.65670776
530,0.6585678
531,0.66159034
532,0.6553127
533,0.6613578
534,0.656824
535,0.6560102
536,0.6569402
537,0.6474076
538,0.65136015
539,0.6575215
540,0.66089284
541,0.6576378
542,0.6463613
543,0.6612416
544,0.6519414
545,0.6481051
546,0.6592653
547,0.6441525
548,0.6603116
549,0.65473145
550,0.643455
551,0.6422925
552,0.6474076
553,0.64357126
554,0.64531505
555,0.65043014
556,0.6512439
557,0.65542895
558,0.6432225
559,0.6381074
560,0.65542895
561,0.6534527
562,0.657289
563,0.6421762
564,0.6527552
565,0.65310395
566,0.65380144
567,0.64705884
568,0.65914905
569,0.6485701
570,0.64531505
571,0.64798886
572,0.6451988
573,0.6340386
574,0.6432225
575,0.6440363
576,0.6364799
577,0.6483376
578,0.6471751
579,0.63485235
580,0.65229017
581,0.6488026
582,0.6343874
583,0.64264125
584,0.6432225
585,0.6458963
586,0.64775634
587,0.64624506
588,0.6377587
589,0.64194375
590,0.6440363
591,0.6432225
592,0.6541502
593,0.6381074
594,0.6421762
595,0.64798886
596,0.6352011
597,0.63857245
598,0.64264125
599,0.64868635
600,0.63589865
601,0.6407812
602,0.6403162
603,0.6413625
604,0.6388049
605,0.6325273
606,0.63950247
607,0.63915366
608,0.63310856
609,0.6389212
610,0.64357126
611,0.64066494
612,0.64194375
613,0.6303185
614,0.63322484
615,0.63496864
616,0.62973726
617,0.6421762
618,0.63822365
619,0.62799346
620,0.6364799
621,0.63461983
622,0.62636596
623,0.6335736
624,0.62369215
625,0.62880725
626,0.62520343
627,0.63322484
628,0.63392234
629,0.6386887
630,0.6302023
631,0.6377587
632,0.6250872
633,0.6364799
634,0.6303185
635,0.6333411
636,0.63496864
637,0.64438504
638,0.6374099
639,0.62032086
640,0.62787724
641,0.6347361
642,0.62380844
643,0.6347361
644,0.6181121
645,0.6311323
646,0.62543595
647,0.6275285
648,0.6253197
649,0.63148105
650,0.62380844
651,0.62520343
652,0.61857706
653,0.6329923
654,0.6343874
655,0.625901
656,0.62717974
657,0.6225296
658,0.63415486
659,0.6221809
660,0.6293885
661,0.63124853
662,0.6347361
663,0.627296
664,0.625901
665,0.62276214
666,0.6243897
667,0.6355499
668,0.62299466
669,0.6141595
670,0.6335736
671,0.62624973
672,0.6213671
673,0.6371774
674,0.6214834
675,0.62276214
676,0.6213671
677,0.6292723
678,0.62613344
679,0.6221809
680,0.6326436
681,0.6166008
682,0.6155545
683,0.6188096
684,0.627761
685,0.63124853
686,0.6191583
687,0.6199721
688,0.613462
689,0.6285747
690,0.6114857
691,0.6276447
692,0.6224134
693,0.6156708
694,0.62636596
695,0.62032086
696,0.62345964
697,0.6206696
698,0.6163683
699,0.61834455
700,0.6253197
701,0.62125087
702,0.61764705
703,0.6241572
704,0.6215996
705,0.6059056
706,0.6233434
707,0.625901
708,0.61694956
709,0.6172983
710,0.61183447
711,0.6188096
712,0.62369215
713,0.60404557
714,0.6198558
715,0.613927
716,0.6043943
717,0.6155545
718,0.61241573
719,0.6095094
720,0.62194836
721,0.6085794
722,0.61787957
723,0.61683327
724,0.6207859
725,0.62543595
726,0.614392
727,0.6191583
728,0.6197396
729,0.6100907
730,0.6155545
731,0.61869335
732,0.6104394
733,0.615787
734,0.62543595
735,0.613927
736,0.6077656
737,0.6188096
738,0.61625206
739,0.59881425
740,0.60823065
741,0.62450594
742,0.6121832
743,0.62101835
744,0.61508954
745,0.6192746
746,0.6224134
747,0.61508954
748,0.5999768
749,0.6145083
750,0.61253196
751,0.6241572
752,0.6127645
753,0.6182283
754,0.61834455
755,0.6164845
756,0.6052081
757,0.62113464
758,0.6102069
759,0.612997
760,0.61962336
761,0.6141595
762,0.59614044
763,0.60044175
764,0.60381305
765,0.61939085
766,0.6170658
767,0.60823065
768,0.6188096
769,0.6145083
770,0.60660315
771,0.60648686
772,0.60218555
773,0.612997
774,0.62276214
775,0.61357826
776,0.61520576
777,0.61183447
778,0.6136945
779,0.6181121
780,0.6059056
781,0.62636596
782,0.6049756
783,0.6154383
784,0.60892814
785,0.6154383
786,0.60578936
787,0.6164845
788,0.6104394
789,0.6077656
790,0.60892814
791,0.6128807
792,0.6117182
793,0.61404324
794,0.60730064
795,0.6105557
796,0.60799813
797,0.5992792
798,0.6067194
799,0.6069519
800,0.6060219
801,0.6121832
802,0.615787
803,0.60125554
804,0.6085794
805,0.6026505
806,0.6095094
807,0.6166008
808,0.6096257
809,0.6132295
810,0.6053243
811,0.61520576
812,0.60625434
813,0.60997444
814,0.61253196
815,0.60474306
816,0.60904443
817,0.6100907
818,0.60020924
819,0.61846083
820,0.61334574
821,0.6141595
822,0.6132295
823,0.60509187
824,0.6088119
825,0.6097419
826,0.6110207
827,0.60846317
828,0.6147408
829,0.6104394
830,0.6156708
831,0.60206926
832,0.6092769
833,0.60718435
834,0.60311556
835,0.61357826
836,0.6043943
837,0.6049756
838,0.6170658
839,0.6092769
840,0.60997444
841,0.60997444
842,0.6023018
843,0.6035806
844,0.6086956
845,0.61741453
846,0.6128807
847,0.6095094
848,0.60381305
849,0.6068356
850,0.60892814
851,0.59788424
852,0.6145083
853,0.6025343
854,0.60660315
855,0.60718435
856,0.60288304
857,0.6096257
858,0.60916066
859,0.6049756
860,0.5999768
861,0.60555685
862,0.60020924
863,0.6035806
864,0.6027668
865,0.6041618
866,0.6070681
867,0.5959079
868,0.6016043
869,0.6088119
870,0.60904443
871,0.60311556
872,0.5992792
873,0.6017205
874,0.6096257
875,0.6018368
876,0.5981167
877,0.5906766
878,0.5989305
879,0.6009068
880,0.5989305
881,0.6081144
882,0.60753316
883,0.6100907
884,0.6018368
885,0.5959079
886,0.6078819
887,0.60578936
888,0.5990467
889,0.6017205
890,0.6060219
891,0.6070681
892,0.60404557
893,0.6061381
894,0.6033481
895,0.5971867
896,0.5945129
897,0.5981167
898,0.6042781
899,0.597303
900,0.60555685
901,0.6061381
902,0.59032786
903,0.6068356
904,0.60311556
905,0.60753316
906,0.5916066
907,0.597303
908,0.6018368
909,0.6093932
910,0.60113925
911,0.5911416
912,0.59369916
913,0.59707046
914,0.5921879
915,0.599628
916,0.6060219
917,0.5969542
918,0.60799813
919,0.59532666
920,0.5976517
921,0.60381305
922,0.6029993
923,0.5999768
924,0.599628
925,0.6009068
926,0.6018368
927,0.598233
928,0.6018368
929,0.59683794
930,0.5932341
931,0.5884678
932,0.5933504
933,0.5913741
934,0.5931179
935,0.58811903
936,0.5989305
937,0.59869796
938,0.5921879
939,0.597303
940,0.5931179
941,0.598233
942,0.59800047
943,0.6003255
944,0.585329
945,0.59602416
946,0.5940479
947,0.59346664
948,0.60113925
949,0.5938154
950,0.5955592
951,0.586259
952,0.5964892
953,0.5940479
954,0.6027668
955,0.57963264
956,0.5869565
957,0.59881425
958,0.5864915
959,0.6026505
960,0.5888166
961,0.59637296
962,0.5893978
963,0.5971867
964,0.5942804
965,0.59102535
966,0.59462917
967,0.59183913
968,0.58904904
969,0.58416647
970,0.58858407
971,0.58486396
972,0.5959079
973,0.59032786
974,0.5893978
975,0.5897466
976,0.58904904
977,0.59276915
978,0.58160895
979,0.59195536
980,0.5904441
981,0.5873053
982,0.59172285
983,0.5920716
984,0.5882353
985,0.58056265
986,0.58474773
987,0.5854452
988,0.5878865
989,0.5799814
990,0.5976517
991,0.5895141
992,0.5838177
993,0.5794001
994,0.583469
995,0.5870728
996,0.58765405
997,0.5828877
998,0.5763776
999,0.59265286
1000,0.5845152
1001,0.5784701
1002,0.5855615
1003,0.5860265
1004,0.5799814
1005,0.5766101
1006,0.59102535
1007,0.58323646
1008,0.59079283
1009,0.5784701
1010,0.59265286
1011,0.5799814
1012,0.58323646
1013,0.5744013
1014,0.57649386
1015,0.59125787
1016,0.5868403
1017,0.57881886
1018,0.5809114
1019,0.5763776
1020,0.5810277
1021,0.57893515
1022,0.5833527
1023,0.58521277
1024,0.5794001
1025,0.5795164
1026,0.58033013
1027,0.5770751
1028,0.5717275
1029,0.5784701
1030,0.57044876
1031,0.59032786
1032,0.5802139
1033,0.58521277
1034,0.57974887
1035,0.58904904
1036,0.5670774
1037,0.57044876
1038,0.572425
1039,0.5763776
1040,0.5716112
1041,0.5783539
1042,0.57277375
1043,0.58056265
1044,0.5799814
1045,0.5785864
1046,0.57382005
1047,0.5763776
1048,0.57812136
1049,0.587189
1050,0.5777726
1051,0.5826552
1052,0.57382005
1053,0.5831202
1054,0.57788885
1055,0.57788885
1056,0.57533133
1057,0.5706812
1058,0.57881886
1059,0.5645199
1060,0.57312256
1061,0.57475007
1062,0.5785864
1063,0.57916766
1064,0.5776564
1065,0.5811439
1066,0.5766101
1067,0.5759126
1068,0.5662637
1069,0.56347364
1070,0.5717275
1071,0.57370377
1072,0.5734713
1073,0.57881886
1074,0.56696117
1075,0.56754243
1076,0.57649386
1077,0.57428503
1078,0.569635
1079,0.56754243
1080,0.571495
1081,0.572425
1082,0.5673099
1083,0.57009995
1084,0.5749826
1085,0.57649386
1086,0.5783539
1087,0.573355
1088,0.5767263
1089,0.57719135
1090,0.57893515
1091,0.57044876
1092,0.5673099
1093,0.5734713
1094,0.5759126
1095,0.56312484
1096,0.571495
1097,0.5656824
1098,0.5732388
1099,0.57044876
1100,0.5768426
1101,0.57312256
1102,0.57800514
1103,0.5648686
1104,0.5698675
1105,0.5707975
1106,0.56068355
1107,0.56940246
1108,0.5662637
1109,0.56533366
1110,0.57533133
1111,0.5666124
1112,0.5569635
1113,0.56870496
1114,0.5820739
1115,0.56579864
1116,0.56603116
1117,0.570565
1118,0.5591723
1119,0.5664962
1120,0.5534759
1121,0.5584748
1122,0.56428736
1123,0.5750988
1124,0.57196003
1125,0.56161356
1126,0.5730063
1127,0.57114625
1128,0.5623111
1129,0.5671937
1130,0.5725413
1131,0.5739363
1132,0.5645199
1133,0.56951874
1134,0.5605673
1135,0.5637061
1136,0.5645199
1137,0.5664962
1138,0.56579864
1139,0.5692862
1140,0.56242734
1141,0.55905604
1142,0.5619623
1143,0.5726575
1144,0.56091607
1145,0.5635899
1146,0.5625436
1147,0.5670774
1148,0.5618461
1149,0.56765866
1150,0.5678912
1151,0.56510115
1152,0.5664962
1153,0.5520809
1154,0.5635899
1155,0.5661474
1156,0.56684494
1157,0.5552197
1158,0.56242734
1159,0.5674262
1160,0.56312484
1161,0.5613811
1162,0.56312484
1163,0.55649847
1164,0.56440365
1165,0.5646361
1166,0.5649849
1167,0.55905604
1168,0.55033714
1169,0.5639386
1170,0.56161356
1171,0.5620786
1172,0.55649847
1173,0.5611486
1174,0.569635
1175,0.5601023
1176,0.5534759
1177,0.5605673
1178,0.5591723
1179,0.5610323
1180,0.5534759
1181,0.55649847
1182,0.555801
1183,0.5654499
1184,0.5619623
1185,0.5497559
1186,0.55649847
1187,0.55905604
1188,0.5578935
1189,0.5613811
1190,0.56172985
1191,0.55928856
1192,0.5552197
1193,0.55707973
1194,0.55800974
1195,0.556266
1196,0.55998605
1197,0.5649849
1198,0.557661
1199,0.557196
1200,0.55301094
1201,0.5623111
1202,0.55312717
1203,0.5498721
1204,0.5535922
1205,0.55707973
1206,0.55487096
1207,0.56079984
1208,0.55707973
1209,0.55812603
1210,0.5513834
1211,0.5569635
1212,0.5639386
1213,0.55893975
1214,0.55661476
1215,0.55556846
1216,0.5465008
1217,0.55754477
1218,0.5601023
1219,0.5524297
1220,0.5480121
1221,0.54882586
1222,0.5551035
1223,0.55905604
1224,0.5542897
1225,0.55649847
1226,0.5538247
1227,0.5552197
1228,0.5510346
1229,0.55033714
1230,0.55556846
1231,0.55754477
1232,0.555336
1233,0.5569635
1234,0.5482446
1235,0.5456871
1236,0.5568473
1237,0.5611486
1238,0.55812603
1239,0.55394095
1240,0.55835855
1241,0.556266
1242,0.5446408
1243,0.55219716
1244,0.55033714
1245,0.56579864
1246,0.5465008
1247,0.55324346
1248,0.54952335
1249,0.55394095
1250,0.5499884
1251,0.5598698
1252,0.55754477
1253,0.5497559
1254,0.5584748
1255,0.5510346
1256,0.5463846
1257,0.54185075
1258,0.54859334
1259,0.5413857
1260,0.5551035
1261,0.557196
1262,0.555336
1263,0.55475473
1264,0.55394095
1265,0.557196
1266,0.5627761
1267,0.55638224
1268,0.5549872
1269,0.55394095
1270,0.55800974
1271,0.5520809
1272,0.5613811
1273,0.54766333
1274,0.54882586
1275,0.5561497
1276,0.55149966
1277,0.5497559
1278,0.5456871
1279,0.55824226
1280,0.5458033
1281,0.5554522
1282,0.54033947
1283,0.5526622
1284,0.5499884
1285,0.5516159
1286,0.555336
1287,0.5484771
1288,0.555336
1289,0.5516159
1290,0.5518484
1291,0.54684955
1292,0.5513834
1293,0.5533597
1294,0.55126715
1295,0.54870963
1296,0.56312484
1297,0.555801
1298,0.5510346
1299,0.54522204
1300,0.55568475
1301,0.55417347
1302,0.55893975
1303,0.5475471
1304,0.5538247
1305,0.54359454
1306,0.54615206
1307,0.5587073
1308,0.55231345
1309,0.5502209
1310,0.55149966
1311,0.5490584
1312,0.54963964
1313,0.54952335
1314,0.54208326
1315,0.55824226
1316,0.5578935
1317,0.55812603
1318,0.5533597
1319,0.5518484
1320,0.54766333
1321,0.54929084
1322,0.5387119
1323,0.54708207
1324,0.5520809
1325,0.54812837
1326,0.5490584
1327,0.5465008
1328,0.5467333
1329,0.5511509
1330,0.5526622
1331,0.5518484
1332,0.5482446
1333,0.544757
1334,0.5611486
1335,0.55301094
1336,0.55149966
1337,0.5458033
1338,0.5451058
1339,0.5482446
1340,0.541967
1341,0.5465008
1342,0.54789585
1343,0.54522204
1344,0.54185075
1345,0.5516159
1346,0.54708207
1347,0.5449895
1348,0.5389444
1349,0.54684955
1350,0.5458033
1351,0.54963964
1352,0.5483608
1353,0.5451058
1354,0.5568473
1355,0.5561497
1356,0.5474308
1357,0.54278076
1358,0.54208326
1359,0.54103696
1360,0.53743315
1361,0.55475473
1362,0.5460358
1363,0.55556846
1364,0.55149966
1365,0.54766333
1366,0.5413857
1367,0.5441758
1368,0.53987443
1369,0.5449895
1370,0.5544059
1371,0.5520809
1372,0.55033714
1373,0.5439433
1374,0.5489421
1375,0.54208326
1376,0.5455708
1377,0.5534759
1378,0.5390607
1379,0.543362
1380,0.54185075
1381,0.54615206
1382,0.5430133
1383,0.5456871
1384,0.5484771
1385,0.54208326
1386,0.53987443
1387,0.5490584
1388,0.5463846
1389,0.5475471
1390,0.55196464
1391,0.5502209
1392,0.5525459
1393,0.54522204
1394,0.53940946
1395,0.54208326
1396,0.54696584
1397,0.5544059
1398,0.5542897
1399,0.5449895
1400,0.5372006
1401,0.54033947
1402,0.53568935
1403,0.5527784
1404,0.5439433
1405,0.5449895
1406,0.5426645
1407,0.54719836
1408,0.54789585
1409,0.54812837
1410,0.5482446
1411,0.54254824
1412,0.55231345
1413,0.54208326
1414,0.541502
1415,0.5430133
1416,0.5423157
1417,0.5498721
1418,0.5373169
1419,0.55056965
1420,0.54254824
1421,0.54708207
1422,0.541967
1423,0.5458033
1424,0.53987443
1425,0.54208326
1426,0.5475471
1427,0.5449895
1428,0.5451058
1429,0.54440826
1430,0.5453383
1431,0.54522204
1432,0.5451058
1433,0.53847945
1434,0.5413857
1435,0.53487563
1436,0.55045336
1437,0.542897
1438,0.542432
1439,0.5411532
1440,0.5387119
1441,0.53406185
1442,0.55149966
1443,0.54812837
1444,0.54278076
1445,0.5353406
1446,0.54452455
1447,0.5430133
1448,0.5421995
1449,0.54080445
1450,0.5325506
1451,0.5510346
1452,0.54429203
1453,0.5448733
1454,0.5402232
1455,0.53813064
1456,0.55149966
1457,0.541967
1458,0.5502209
1459,0.5353406
1460,0.54870963
1461,0.5380144
1462,0.5396419
1463,0.5460358
1464,0.54591954
1465,0.54440826
1466,0.542897
1467,0.5449895
1468,0.5446408
1469,0.54591954
1470,0.5440595
1471,0.543362
1472,0.5455708
1473,0.54359454
1474,0.54359454
1475,0.54324573
1476,0.5430133
1477,0.54010695
1478,0.53940946
1479,0.5390607
1480,0.5397582
1481,0.5368519
1482,0.54591954
1483,0.54080445
1484,0.5397582
1485,0.53847945
1486,0.5448733
1487,0.5430133
1488,0.5490584
1489,0.543827
1490,0.54452455
1491,0.55219716
1492,0.53754944
1493,0.5351081
1494,0.541967
1495,0.54254824
1496,0.5330156
1497,0.5402232
1498,0.5397582
1499,0.5411532
1500,0.541967
1501,0.54278076
1502,0.5369682
1503,0.54777956
1504,0.53940946
1505,0.5399907
1506,0.54103696
1507,0.5397582
1508,0.540572
1509,0.5319693
1510,0.543827
1511,0.54173446
1512,0.54359454
1513,0.54347825
1514,0.5502209
1515,0.52638924
1516,0.5390607
1517,0.5399907
1518,0.54347825
1519,0.5416182
1520,0.53603816
1521,0.54719836
1522,0.54684955
1523,0.5317368
1524,0.54696584
1525,0.54545456
1526,0.54092073
1527,0.53673565
1528,0.5355731
1529,0.5430133
1530,0.55056965
1531,0.53429437
1532,0.5449895
1533,0.5482446
1534,0.541502
1535,0.5372006
1536,0.5446408
1537,0.54092073
1538,0.54092073
1539,0.5389444
1540,0.54696584
1541,0.54278076
1542,0.5430133
1543,0.5385957
1544,0.5460358
1545,0.53336436
1546,0.5378982
1547,0.5341781
1548,0.5439433
1549,0.54080445
1550,0.5361544
1551,0.5463846
1552,0.54545456
1553,0.54103696
1554,0.54452455
1555,0.53917694
1556,0.5359219
1557,0.5431295
1558,0.5463846
1559,0.5395257
1560,0.53940946
1561,0.5277842
1562,0.53429437
1563,0.5346431
1564,0.54080445
1565,0.5385957
1566,0.5423157
1567,0.5406882
1568,0.53987443
1569,0.53313184
1570,0.5361544
1571,0.5368519
1572,0.5339456
1573,0.5389444
1574,0.5456871
1575,0.5397582
1576,0.53475934
1577,0.53045803
1578,0.53208554
1579,0.52987677
1580,0.5303418
1581,0.5453383
1582,0.5467333
1583,0.5310393
1584,0.54010695
1585,0.5382469
1586,0.54777956
1587,0.542897
1588,0.53603816
1589,0.53766567
1590,0.5322018
1591,0.53940946
1592,0.5411532
1593,0.542432
1594,0.5406882
1595,0.53743315
1596,0.5377819
1597,0.53382933
1598,0.540572
1599,0.53324807
1600,0.5344106
1601,0.5396419
1602,0.54033947
1603,0.53650314
1604,0.5337131
1605,0.53743315
1606,0.54173446
1607,0.54010695
1608,0.5317368
1609,0.5382469
1610,0.54010695
1611,0.53243434
1612,0.53336436
1613,0.54254824
1614,0.54208326
1615,0.53603816
1616,0.5322018
1617,0.542432
1618,0.5430133
1619,0.540572
1620,0.54708207
1621,0.5402232
1622,0.53429437
1623,0.53475934
1624,0.53092307
1625,0.54371077
1626,0.5412695
1627,0.51615906
1628,0.5322018
1629,0.5378982
1630,0.541967
1631,0.5368519
1632,0.5318531
1633,0.5363869
1634,0.54545456
1635,0.52801675
1636,0.5322018
1637,0.5423157
1638,0.529993
1639,0.5288305
1640,0.5359219
1641,0.5355731
1642,0.5390607
1643,0.5311555
1644,0.5315043
1645,0.5390607
1646,0.5330156
1647,0.5361544
1648,0.5430133
1649,0.53475934
1650,0.5337131
1651,0.5319693
1652,0.5402232
1653,0.53313184
1654,0.5411532
1655,0.5362706
1656,0.5466171
1657,0.5421995
1658,0.5370844
1659,0.54033947
1660,0.5327831
1661,0.5372006
1662,0.5382469
1663,0.5335968
1664,0.5399907
1665,0.5390607
1666,0.542897
1667,0.5430133
1668,0.528598
1669,0.5416182
1670,0.53940946
1671,0.53603816
1672,0.5335968
1673,0.52871424
1674,0.5344106
1675,0.53243434
1676,0.5385957
